identifier,http_code,type,properties_type,subject,othersubject,references,abstract,downloadableData,IPA
r_sicili:10ed7619-3ca7-42ea-930e-d2a6e765072e,000,Feature,"5:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,siracusa,pianificazione,prevenzione,aree emergenza",http://webgis.protezionecivilesicilia.it/arcgis/services/WGS84/Aree_Emergenza_Provincia_SR/MapServer/WMSServer,Censimento delle Aree di emergenza ai fini della pianificazione di Protezione Civile dei Comuni della Provincia di Siracusa. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.,0,r_sicili
r_sicili:11032409-e38d-48e3-ada2-48e68e25f383,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,componenti,paesaggio",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/sr_componenti_paesaggio/MapServer/WMSServer,Servizio Piano Paesaggistico di Siracusa - Componenti del paesaggio - 2018,0,r_sicili
r_sicili:11b3976d-3a4b-420d-8be4-f566641fa5a7,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/beni_culturali/parchi_archeologici/MapServer/WMSServer,Parchi Archeologici - Beni Culturali,0,r_sicili
r_sicili:13f554f7-aa5b-4e5a-b34e-6c73abd2cfd0,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"slope,pendenze,dtm,REGIONAL",https://map.sitr.regione.sicilia.it/gis/services/modelli_digitali/slope_2008/MapServer/WMSServer,"Pendenza del terreno di tutto il territorio della Sicilia derivante dal D.E.M. 2x2 Volo ATA 2007/2008 - Servizio di consultazione mappe (WMS)
Classificazione in gradi di pendenza: 0-30; 30-40; 40-90",0,r_sicili
r_sicili:16d351d1-829d-4fbb-818d-9f765cce191c,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/egadi_componenti_paesaggio/MapServer/WMSServer,Piano Paesaggistico delle Isole Egadi - Componenti del paesaggio,0,r_sicili
r_sicili:18cefaa8-1a51-4dfe-9fdb-ed4d7900748f,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"aree protette,Regionale,maricoltura",https://map.sitr.regione.sicilia.it/orbs/services/maricoltura/Aree_Vocate_Maricoltura/MapServer/WMSServer,Carta delle aree vocate alla maricoltura e la Guida metodologica per l’individuazione delle aree vocate alla maricoltura – elaborata in conformità al metodo indicato alla fase 1 della guida tecnica di ISPRA. - Servizio di consultazione,0,r_sicili
r_sicili:1a0d5796-05e9-4891-a33b-0cf849ab5cdb,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"Regional,Cartografia,2000",https://map.sitr.regione.sicilia.it/gis/services/ctn_2000/cart2000_dbtrs/MapServer/WMSServer,"Carta Tecnica Numerica delle aree urbanizzate della regione siciliana previste nel progetto CART2000 restituita scala 1:2000. Tematismi vettoriali generati a partire dai file ASCII RSI e RSE.
Le entità sono suddivise in strati informativi, raggruppandole per affinità logiche.
Per la realizzazione della Cartografia a scala 1:2.000 sono stati previsti i seguenti strati, in analogia alla CTR 1:10.000:
A Sistema delle comunicazioni.
B Edificato ed altre strutture.
C Acque.
D Strutture connesse alla produzione e trasporto di energia.
E Elementi divisori e di sostegno.
F Morfologia.
G Vegetazione
H Orografia.
I Limiti amministrativi e varie.
L Toponimi.
M Punti di inquadramento.",0,r_sicili
r_sicili:1e338e90-5250-4cd2-9875-536bcbef04af,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"sismica,terremoti,etna,microzonazione,rischio sismico,geologia,faglie,macrosismica,epicentri",http://sit.protezionecivilesicilia.it:8081/geoserver/MICROZONAZIONE_SISMICA/Comuni_ex_OPCM_3278-2003/wms?,Copertura degli ambiti territoriali comunali oggetto degli studi di Microzonazione sismica del versante orientale dell'Etna (OPCM 3278/2003),0,r_sicili
r_sicili:2152ad53-d278-43d0-9091-bdf307476378,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"volo,riprese aeree,grafico volo,fotogrammi,2003,2004,Lotto E",https://map.sitr.regione.sicilia.it/gis/services/grafici_volo/ATA_2004/MapServer/WMSServer,Servizio Grafici di Volo ATA 2003-2004 grafici dei voli realizzati per la restituzione della CTR a scala 1:10000 edizione 2005,0,r_sicili
r_sicili:241b9c89-518b-4f62-b0d8-64f9efd19764,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"volo,riprese aeree,grafico volo,fotogrammi,2007,2008",https://map.sitr.regione.sicilia.it/gis/services/grafici_volo/ATA_2008/MapServer/WMSServer,"Volo ATA 2007-2008, grafici dei voli realizzati per la restituzione della CTR a scala 1:10.000.",0,r_sicili
r_sicili:26985f7f-d4c0-4129-8f2d-4e189038acd8,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"habitat,corine biotopes",https://map.sitr.regione.sicilia.it/orbs/services/carta_habitat_10000/cartahabitat_corinebiotopes_HCB/MapServer/WMSServer,"Carta degli habitat secondo CORINE biotopes - Progetto carta HABITAT 1:10.000 - Servizio di consultazione, coordinate ETRF 2000 Fuso 33 N (epsg 7792)",0,r_sicili
r_sicili:26e89064-7f9c-4e0b-b34d-fce37ab4325f,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,ortofoto,https://map.sitr.regione.sicilia.it/gis/services/ortofoto/ortofoto_2018_15cm_paesietnei/MapServer/WMSServer,Ortofoto volo Protezione Civile 2018,0,r_sicili
r_sicili:27c688ee-14c3-4372-978a-07a26860ab2f,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"volo,riprese aeree,grafico volo,fotogrammi,1997",https://map.sitr.regione.sicilia.it/gis/services/grafici_volo/ATA_1997/MapServer/WMSServer,Volo ATA 1997  grafici dei voli realizzati per la restituzione della CTR a scala 1:10.000.,0,r_sicili
r_sicili:2a5ff979-744a-40ac-bd4e-155b110c31b5,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,agrigento,pianificazione,prevenzione",http://sit.protezionecivilesicilia.it:8081/geoserver/INQUADRAMENTO_TERRITORIALE/COM_Provincia_Agrigento/wms?,Suddivisione degli ambiti amministrativi comunali della Provincia di Agrigento in funzione del COM di afferenza per le attività di pianificazione di protezione civile.,0,r_sicili
r_sicili:2adce44a-723b-4b38-8f5a-d95f3cdf08f7,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"aree ecologicamente omogenee,sif,ecoregioni,sistema informativo forestale,copro forestale",http://sifweb.regione.sicilia.it/arcgis/services/WMS/SIF_WMS_AREE_ECOLOGICAMENTE_OMOGENEE/MapServer/WMSServer,"La carta tematica indica le principali aree ecologicamente omogenee presenti in Sicilia, ovvero porzioni che presentano peculiari caratteristiche dal punto di vista climatico ed ecologico.
Come strati di informazioni di base, per mappare le aree pedo-climatiche omogenee sono state utilizzate la mappa del bioclima Rivas-Martinez, e la mappa dei tipi litologici",0,r_sicili
r_sicili:2c71bbb2-7917-4094-a612-fcf0c778eb08,000,Feature,"2:liveData,OGC:WFS-2.0.0-http-get-capabilities",infoFeatureAccessService,geositi,https://map.sitr.regione.sicilia.it/orbs/services/geositi/catalogo_geositi/MapServer/WFSServer,Catalogo Regionale dei Geositi - Servizio di scaricamento,0,r_sicili
r_sicili:2d32c073-ae0f-45f1-ba81-76624d8acdc6,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,sicilia,pianificazione,prevenzione,carabinieri",http://sit.protezionecivilesicilia.it:8081/geoserver/SISTEMA_REGIONALE_PC/Carabinieri/wms?,In questo servizio sono censiti i comandi territoriali dei Carabinieri ricadenti nel territorio della Regione Sicilia. La Banca Dati è stata implementata con le informazioni pubblicate nel sito istituzionale dell'Arma dei Carabinieri (http://www.carabinieri.it/cittadino/informazioni/dove-siamo) per essere utilizzata ai fini della pianificazione di Protezione Civile. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.,0,r_sicili
r_sicili:31a3babb-8cf8-45d3-882a-81847aeee52a,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,,https://map.sitr.regione.sicilia.it/orbs/services/carta_natura_50000/cartanatura_valoreecologico/MapServer/WMSServer,Carta del Valore Ecologico - Progetto carta NATURA 1:50.000 - Servizio di consultazione,0,r_sicili
r_sicili:3f368c4c-a98c-4da1-ad73-26b75e48c3a5,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,messina,pianificazione,prevenzione,aree emergenza",http://sit.protezionecivilesicilia.it:8081/geoserver/SISTEMA_REGIONALE_PC/Aree_Emergenza_Provincia_ME/wms?,Censimento delle Aree di emergenza ai fini della pianificazione di Protezione Civile dei Comuni della Provincia di Messina. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.,0,r_sicili
r_sicili:44efcf29-34e3-4ec2-848e-2e976591b4d4,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"PAI,Idraulica,Pericolosità Idraulica",https://map.sitr.regione.sicilia.it/gis/services/pai/PAI_Idraulica_Pericolosita/MapServer/WMSServer,PAI - Regione Siciliana - Pericolosità Idraulica - Servizio di consultazione (WMS),0,r_sicili
r_sicili:44f33375-71ad-4456-9488-cae783b52b77,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"PAI,Idraulica,siti attenzione",https://map.sitr.regione.sicilia.it/gis/services/pai/PAI_Idraulica_SitiAttenzione/MapServer/WMSServer,PAI - Regione Siciliana - Siti di attenzione idraulica - Servizio di consultazione (WMS),0,r_sicili
r_sicili:464b3567-e4e6-48d0-a5a9-e6f2a85090ae,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/ag_beni_paesaggistici/MapServer/WMSServer,"Piano Paesaggistico di Agrigento - Beni paesaggistici - Servizio di consultazione
Con D.A.64/GAB del 30 settembre 2021 è stato definitivamente approvato il Piano Paesaggistico degli Ambiti 2, 3, 5, 6, 10, 11 e 15 ricadente nella provincia di Agrigento. Il Piano potrà essere visionato presso i rispettivi uffici dei Comuni della provincia di Agrigento, ovvero presso la competente Soprintendenza BB. CC. e AA. di Agrigento e il Servizio Pianificazione Paesaggistica Regionale del Dipartimento Beni Culturali e dell'Identità Siciliana di via delle Croci, 8 Palermo.",0,r_sicili
r_sicili:47024768-9831-4c15-a581-594fbef2121a,000,Feature,"4:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities,WWW:LINK-1.0-http-get-download",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,regimi normativi",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/pelagie_regimi_normativi/MapServer/WMSServer,Piano Paesaggistico delle Isole Pelagie - Regimi normativi,0,r_sicili
r_sicili:4724f0d1-61da-4399-84d7-de3b5388a441,000,Feature,"3:liveData,ESRI:IMAGE-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"IGM,50000,Raster",https://map.sitr.regione.sicilia.it/gis/services/igm/Mosaico_IGM_50000/ImageServer/WMSServer,Mosaico IGM 1:50.000 Raster,0,r_sicili
r_sicili:47542c2d-3ab6-4a23-8df1-2581df0012c9,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/sr_beni_paesaggistici/MapServer/WMSServer,Servizio Piano Paesaggistico di Siracusa - Beni paesaggistici -2018,0,r_sicili
r_sicili:4b60faad-c139-441f-ba63-282e5a2d3e2d,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"pericolosità,sismica,rischio,sismico,ingv,zonazione,ZS9,classificazione,zona,comuni,microzonazione,piano,nazionale,legge,77,2009",http://sit.protezionecivilesicilia.it:8081/geoserver/MICROZONAZIONE_SISMICA/Comuni_Piano_Nazionale_Legge_77_2009/wms?,"Comuni con ""ag"" > 0,125 g compresi nel Piano Nazionale per la Prevenzione Sismica ex Legge 77/2009, oggetto di Indagini di microzonazione sismica nel territorio della Regione Sicilia.",0,r_sicili
r_sicili:4e0a416f-a6ab-4ae3-87fc-5a6d96397306,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"volo,riprese aeree,grafico volo,fotogrammi,2012,2013",https://map.sitr.regione.sicilia.it/gis/services/grafici_volo/ATA_2013_basso/MapServer/WMSServer?&service=WMS,"Volo basso ATA 2012-2013, grafici dei voli a bassa quota nei comuni di palermo, messina, trapani, enna, ragusa",0,r_sicili
r_sicili:4e3fbd6c-937a-4c80-933a-e627d7668537,000,Feature,"4:liveData,ESRI:MAP-1.0-rest-get-open,WWW:LINK-1.0-http-get-download,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,regimi normativi",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/tp_ambito1_regimi_normativi/MapServer/WMSServer,Servizio Piano Paesaggistico di Trapani - Ambito 1 - Regimi normativi,0,r_sicili
r_sicili:51c8d1ab-8a35-4b1f-bd6b-b1ff757aeb16,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/tp_ambiti23_regimi_normativi/MapServer/WMSServer,Piano Paesaggistico di Trapani ambito 2 e 3  - Regimi Normativi,0,r_sicili
r_sicili:545ac0f6-17fc-41ae-a640-d2a657b25eea,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"corine land cover,CLC,uso suolo",https://map.sitr.regione.sicilia.it/orbs/services/carta_habitat_10000/cartausosuolo_corinelandcover_CLC/MapServer/WMSServer,"Carta dell’Uso del Suolo secondo Corine Land Cover - Progetto carta HABITAT 1:10.000 - Servizio di consultazione, coordinate ETRF 2000 Fuso 33 N (epsg 7792)",0,r_sicili
r_sicili:566eb7c8-01d0-4235-bf08-350fd57cc430,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"Parchi,Riserve,Aree Protette",https://map.sitr.regione.sicilia.it/orbs/services/aree_protette/parchi_riserve_areemarine/MapServer/WMSServer,"Aree naturali protette della Sicilia - Parchi e Riserve - Servizio di Consultazione (WMS)
Le aree naturali protette della Sicilia comprendono i Parchi regionali e le riserve naturali regionali. 
I parchi regionali italiani sono aree naturali protette costituite da zone terrestri, fluviali, lacustri ed eventualmente da tratti di mare prospicienti la costa, di valore ambientale e naturalistico, che rappresentano, nell'ambito di una o più regioni adiacenti, un sistema omogeneo, individuato dagli assetti naturalistici dei luoghi, dai valori paesaggistici e artistici e dalle tradizioni culturali delle popolazioni locali.
Le riserve naturali regionali sono costituite da aree terrestri, fluviali, lacustri o marine che contengano una o più specie naturalisticamente rilevanti della fauna e della flora, ovvero presentino uno o più ecosistemi importanti per la biodiversità biologica o per la conservazione delle risorse genetiche. La valenza degli elementi naturalistici presenti le colloca tra le riserve regionali.",0,r_sicili
r_sicili:571c93b9-589c-4a0d-b6fe-a2dee0e93033,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,componenti,paesaggio",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/ct_componenti_paesaggio/MapServer/WMSServer,Servizio Piano Paesaggistico di Catania - Componenti del paesaggio,0,r_sicili
r_sicili:57606ae4-204e-414d-9780-f2c791872635,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,,https://map.sitr.regione.sicilia.it/gis/services/ortofoto/ortofoto_2013_25cm_sicilia/MapServer/WMSServer,Questo servizio pubblica il mosaico delle Ortofoto della Regione Siciliana realizzate a partire dalle foto della ripresa aerea digitale con pixel 25 cm effettuata tra gli anni 2012 e 2013. Il dato è pubblicato utilizzando un sistema di cache in coordinate Web Mercatore (EPSG:3857) (ESRI:102100),0,r_sicili
r_sicili:5763b60c-f1d3-435d-ba74-a65c459082be,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"PAI,Geomorfologia,Dissesti",https://map.sitr.regione.sicilia.it/gis/services/pai/PAI_Geomorfologia_SitiAttenzione/MapServer/WMSServer,PAI - Regione Siciliana - Siti di attenzione geomorfologica - Servizio di consultazione (WMS),0,r_sicili
r_sicili:5ca80bef-05dd-4c71-a475-258ccae6fc54,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,enna,pianificazione,prevenzione,aree emergenza",http://sit.protezionecivilesicilia.it:8081/geoserver/SISTEMA_REGIONALE_PC/Aree_Emergenza_Provincia_EN/wms?,Censimento delle Aree di emergenza ai fini della pianificazione di Protezione Civile dei Comuni della Provincia di Enna. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.,0,r_sicili
r_sicili:5e930e9e-5dd3-43a1-875a-ce64b34ab495,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/cl_beni_paesaggistici/MapServer/WMSServer,"Beni paesaggistici - Piano Paesaggistico degli ambiti 6, 7, 10, 11, 12 e 15 ricadenti nella provincia di Caltanissetta",0,r_sicili
r_sicili:5ebdeb24-86b5-4edc-a25d-43d2d6128016,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"2018,volo,grafici",https://map.sitr.regione.sicilia.it/gis/services/grafici_volo/DPC_2018_paesietnei/MapServer/WMSServer,Grafici Volo Paesi Etnei Dipartimento Protezione Civile 2018,0,r_sicili
r_sicili:6432cd60-cc30-4417-bec0-23dac701d41c,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/tp_ambito1_beni_paesaggistici/MapServer/WMSServer,Servizio Piano Paesaggistico di Trapani - Ambito 1 - Beni paesaggistici,0,r_sicili
r_sicili:6861afd7-99bb-4474-b1c8-376dc8447f62,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"ortofoto,Enna,Messina,Palermo,Ragusa,Trapani",https://map.sitr.regione.sicilia.it/gis/services/ATA_2012_2013/Ortofoto_ATA_2012_2013_Messina_14cm/MapServer/WMSServer,"Ortofoto  Comuni Enna, Messina, Palermo, Ragusa, Trapani Volo basso ATA 2012-213",0,r_sicili
r_sicili:7048073b-ab6f-45e5-8a12-99db32a4ea82,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"natura 2000,sic,zsc,zps,aree protette",https://map.sitr.regione.sicilia.it/orbs/services/natura2000/sic_zsc_zps/MapServer/WMSServer,Rete Natura 2000 (SIC/ZSC e ZPS) Siciliana - Servizio di Consultazione,0,r_sicili
r_sicili:743f4437-e209-40cf-97ea-1e205b6bde2f,000,Feature,"3:liveData,ESRI:IMAGE-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"ctn,2000,2005,2006,2007,2k,ctr,cartografia",https://map.sitr.regione.sicilia.it/gis/services/ctn_2000/cart2000_Raster/ImageServer/WMSServer,Mosaico dei lotti cartografici 1-2-3-4 della Carta Tecnica Numerica a scala 1:2000 in formato Raster B/N,0,r_sicili
r_sicili:7490ffca-d3b4-495e-a46f-7b35c1d0926b,000,Feature,"2:liveData,OGC:WCS-1.1.1-http-get-capabilities",infoCoverageAccessService,"dtm,mdt,elevazione,dem",https://map.sitr.regione.sicilia.it/gis/services/modelli_digitali/mdt_40m_it2000/ImageServer/WCSServer?&service=WCS,Modello digitale del terreno 40m IT2000 - servizio di scaricamento,0,r_sicili
r_sicili:7598d6a1-0f17-46c1-a403-6438209d5a68,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/cl_regimi_normativi/MapServer/WMSServer,Piano Paesaggistico di Caltanissetta - Regimi Normativi,0,r_sicili
r_sicili:76ac0faf-f14c-4ee9-b84a-b38b5d1564d9,000,Feature,"4:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities,WWW:LINK-1.0-http-get-download",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/rg_regimi_normativi/MapServer/WMSServer,Piano Paesaggistico di Ragusa - Regimi Normativi,0,r_sicili
r_sicili:76b974b5-f45c-4bba-9cf5-596588a9fae6,000,Feature,"3:liveData,ESRI:IMAGE-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,ortofoto,https://map.sitr.regione.sicilia.it/gis/services/ortofoto/Ortofoto_IT2000/ImageServer/WMSServer,Mosaico delle Ortofoto IT2000 (realizzate dalla Compagnia Generale Riprese aeree di Parma),0,r_sicili
r_sicili:782a8f8c-27fa-4a76-abb4-eab70e4be02c,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"rischio industriale,rir",https://map.sitr.regione.sicilia.it/orbs/services/rischio_incidente_rilevante/Impianti_Seveso/MapServer/WMSServer,Impianti R.I.R. (SEVESO) - Servizio di consultazione,0,r_sicili
r_sicili:7832b30d-8e4a-4900-836d-1d4e960c3325,000,Feature,"4:liveData,WWW:LINK-1.0-http-get-information,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"PAI,Geomorfologia,Dissesti",https://map.sitr.regione.sicilia.it/gis/services/pai/PAI_Geomorfologia_Dissesti/MapServer/WMSServer,PAI - Regione Siciliana - Dissesti geomorfologici - Servizio di consultazione (WMS),0,r_sicili
r_sicili:78b5f225-1060-4044-91b1-a6e855886170,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,,https://map.sitr.regione.sicilia.it/orbs/services/carta_natura_50000/cartanatura_habitat/MapServer/WMSServer,Carta degli HABITAT - Progetto carta NATURA 1:50.000 - Servizio di consultazione,0,r_sicili
r_sicili:796cf574-2b41-48c1-b822-7d77ed31d13e,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"pericolosità,sismica,rischio,sismico,ingv",http://sit.protezionecivilesicilia.it:8081/geoserver/PERICOLOSITA_E_RISCHIO/Pericolosita_sismica_passo_002_gradi/wms?,"Mappa di pericolosità sismica (ag = frazione dell'accelerazione di gravità) con passo di 0,02 gradi (dati INGV - www.ingv.it).",0,r_sicili
r_sicili:7deda062-a867-4681-9735-57ef769f929a,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"vincolo idrogeologico,vincoli,idrogeologico,comando corpo forestale,sif,sistema informativo forestale",http://sifweb.regione.sicilia.it/arcgis/services/WMS/SIF_WMS_VINCOLO_IDROGEOLOGICO/MapServer/WMSServer,"La carta del vincolo idrogeologico rappresenta le aree della regione sottoposte a vincolo idrogeologico normato con il Regio Decreto n. 3267 del 30 dicembre 1923 e con il Regio Decreto n. 1126 del 16 maggio 1926. Il decreto del 1923 prevede il rilascio di nulla osta e/o autorizzazioni per la realizzazione di opere edilizie, o comunque di movimenti di terra, che possono essere legati anche a utilizzazioni boschive e miglioramenti fondiari, richieste da privati o da enti pubblici.",0,r_sicili
r_sicili:7e80df9a-a406-49c3-bfba-49457f0a11b1,000,Feature,"3:liveData,ESRI:IMAGE-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"IGM,25000",https://map.sitr.regione.sicilia.it/gis/services/igm/Mosaico_IGM_25000/ImageServer/WMSServer,Mosaico Tavolette IGM 1:25.000 Raster  B/N - UTM WGS84 33N,0,r_sicili
